Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,Extracted Name
Tega Cay Police Dept,SD,12,7847.0,6.0,0,0.0,0,6,90.0,15,73.0,2,76.5,0.0,0.0,0.0,76.5,1146.9,191.2,930.3,25.5,tega cay
Tellico Plains Police Dept,SD,12,894.0,3.0,0,0.0,0,3,36.0,7,28.0,1,335.6,0.0,0.0,0.0,335.6,4026.8,783.0,3132.0,111.9,tellico plains
Tipton County Sheriff Office,SD,12,,152.0,0,12.0,7,133,621.0,201,364.0,56,,,,,,,,,,tipton county
Tiptonville Police Dept,SD,12,4482.0,9.0,0,0.0,0,9,48.0,14,33.0,1,200.8,0.0,0.0,0.0,200.8,1071.0,312.4,736.3,22.3,tiptonville
Toone Police Dept,SD,12,361.0,3.0,0,0.0,0,3,4.0,2,2.0,0,831.0,0.0,0.0,0.0,831.0,1108.0,554.0,554.0,0.0,toone
Townsend Police Dept,SD,12,455.0,0.0,0,0.0,0,0,19.0,4,14.0,1,0.0,0.0,0.0,0.0,0.0,4175.8,879.1,3076.9,219.8,townsend
Tracy City Police Dept,SD,11,1476.0,6.0,0,0.0,0,6,30.0,13,16.0,1,,,,,,,,,,tracy city
Travelers Rest Police Dept,SD,12,4725.0,8.0,0,0.0,2,6,346.0,29,306.0,11,169.3,0.0,0.0,42.3,127.0,7322.8,613.8,6476.2,232.8,travelers rest
Trenton Police Dept,SD,12,4319.0,17.0,0,0.0,2,15,127.0,27,97.0,3,393.6,0.0,0.0,46.3,347.3,2940.5,625.1,2245.9,69.5,trenton
Trezevant Police Dept,SD,12,865.0,1.0,0,0.0,0,1,19.0,9,10.0,0,115.6,0.0,0.0,0.0,115.6,2196.5,1040.5,1156.1,0.0,trezevant
Trimble Police Dept,SD,12,639.0,1.0,0,0.0,0,1,5.0,1,4.0,0,156.5,0.0,0.0,0.0,156.5,782.5,156.5,626.0,0.0,trimble
Tripp County Sheriff Office,SD,12,,2.0,0,0.0,0,2,10.0,6,4.0,0,,,,,,,,,,tripp county
Tripp Police Dept,SD,12,646.0,0.0,0,0.0,0,0,1.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,154.8,154.8,0.0,0.0,tripp
Troy Police Dept,SD,12,1381.0,2.0,0,0.0,1,1,35.0,4,30.0,1,144.8,0.0,0.0,72.4,72.4,2534.4,289.6,2172.3,72.4,troy
Tullahoma Police Dept,SD,12,18880.0,101.0,1,2.0,7,91,653.0,151,475.0,27,535.0,5.3,10.6,37.1,482.0,3458.7,799.8,2515.9,143.0,tullahoma
Turbeville Police Dept,SD,12,767.0,5.0,0,0.0,1,4,21.0,6,13.0,2,651.9,0.0,0.0,130.4,521.5,2737.9,782.3,1694.9,260.8,turbeville
Turner,SD,12,,7.0,0,0.0,0,7,42.0,21,15.0,6,,,,,,,,,,turner
Tusculum Police Dept,SD,12,2700.0,0.0,0,0.0,0,0,17.0,3,13.0,1,0.0,0.0,0.0,0.0,0.0,629.6,111.1,481.5,37.0,tusculum
Tyndall Police Dept,SD,12,1064.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tyndall
Unicoi County Sheriff Department,SD,12,,17.0,0,0.0,0,17,273.0,39,224.0,10,,,,,,,,,,unicoi county
Union County Sheriff Department,SD,12,,93.0,2,2.0,9,80,599.0,147,430.0,22,,,,,,,,,,union county
Union Dept Of Public Safety,SD,12,8390.0,64.0,0,6.0,11,47,449.0,118,323.0,8,762.8,0.0,71.5,131.1,560.2,5351.6,1406.4,3849.8,95.4,union dept of public safety
Union County Sheriff Office,SD,12,,4.0,0,0.0,0,4,63.0,14,47.0,2,,,,,,,,,,union county
Union County Sheriff Department,SD,12,,51.0,1,5.0,8,37,512.0,198,278.0,36,,,,,,,,,,union county
Union City Police Dept,SD,12,10978.0,62.0,0,10.0,11,41,710.0,122,575.0,13,564.8,0.0,91.1,100.2,373.5,6467.5,1111.3,5237.7,118.4,union city
City Of University Park Police Dept,SD,12,23842.0,11.0,0,2.0,5,4,433.0,61,359.0,13,46.1,0.0,8.4,21.0,16.8,1816.1,255.9,1505.7,54.5,city of university park
Van Buren County Sheriff Office,SD,12,,12.0,0,1.0,0,11,86.0,11,72.0,3,,,,,,,,,,van buren county
Vermillion Police Dept,SD,12,10826.0,30.0,0,4.0,1,25,248.0,37,201.0,10,277.1,0.0,36.9,9.2,230.9,2290.8,341.8,1856.6,92.4,vermillion
Viborg Police Dept,SD,12,791.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,viborg
Vonore Police Dept,SD,12,1499.0,9.0,0,0.0,0,9,67.0,10,54.0,3,600.4,0.0,0.0,0.0,600.4,4469.6,667.1,3602.4,200.1,vonore
City Of Waco Police Dept,SD,12,128595.0,635.0,6,63.0,182,384,5844.0,1550,4139.0,155,493.8,4.7,49.0,141.5,298.6,4544.5,1205.3,3218.6,120.5,city of waco
Wagener Police Dept,SD,12,808.0,8.0,0,0.0,1,7,31.0,8,21.0,2,990.1,0.0,0.0,123.8,866.3,3836.6,990.1,2599.0,247.5,wagener
Wagner Police Dept,SD,12,1599.0,0.0,0,0.0,0,0,23.0,0,23.0,0,0.0,0.0,0.0,0.0,0.0,1438.4,0.0,1438.4,0.0,wagner
Walhalla Police Dept,SD,12,4313.0,12.0,0,1.0,1,10,130.0,27,95.0,8,278.2,0.0,23.2,23.2,231.9,3014.1,626.0,2202.6,185.5,walhalla
Walterboro Police Dept,SD,12,5411.0,78.0,0,2.0,16,60,486.0,69,392.0,25,1441.5,0.0,37.0,295.7,1108.9,8981.7,1275.2,7244.5,462.0,walterboro
Walworth County Sheriff Department,SD,12,,1.0,0,0.0,0,1,6.0,1,3.0,2,,,,,,,,,,walworth county
Ware Shoals Police Dept,SD,12,2189.0,30.0,0,2.0,7,21,169.0,54,109.0,6,1370.5,0.0,91.4,319.8,959.3,7720.4,2466.9,4979.4,274.1,ware shoals
Warren County Sheriff Department,SD,12,,39.0,0,1.0,1,37,402.0,129,238.0,35,,,,,,,,,,warren county
Wartburg Police Dept,SD,12,921.0,3.0,0,0.0,0,3,30.0,4,26.0,0,325.7,0.0,0.0,0.0,325.7,3257.3,434.3,2823.0,0.0,wartburg
Wartrace Police Dept,SD,12,662.0,0.0,0,0.0,0,0,3.0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,453.2,151.1,302.1,0.0,wartrace
Washington County Sheriff Department,SD,12,,174.0,0,5.0,9,160,1076.0,445,575.0,56,,,,,,,,,,washington county
Watauga Police Dept,SD,12,459.0,0.0,0,0.0,0,0,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,217.9,0.0,217.9,0.0,watauga
Watertown Police Dept,SD,12,21902.0,62.0,0,13.0,2,47,523.0,112,387.0,24,283.1,0.0,59.4,9.1,214.6,2387.9,511.4,1767.0,109.6,watertown
Watertown Police Dept,SD,12,1524.0,1.0,0,0.0,1,0,36.0,16,19.0,1,65.6,0.0,0.0,65.6,0.0,2362.2,1049.9,1246.7,65.6,watertown
Waverly Police Dept,SD,12,4125.0,6.0,0,0.0,0,6,103.0,18,82.0,3,145.5,0.0,0.0,0.0,145.5,2497.0,436.4,1987.9,72.7,waverly
Wayne County Sheriff Office,SD,12,,41.0,1,2.0,0,38,94.0,40,46.0,8,,,,,,,,,,wayne county
Waynesboro Police Dept,SD,12,2459.0,6.0,0,0.0,0,6,39.0,2,37.0,0,244.0,0.0,0.0,0.0,244.0,1586.0,81.3,1504.7,0.0,waynesboro
Weakley County Sheriff Department,SD,12,,65.0,2,3.0,1,59,203.0,77,107.0,19,,,,,,,,,,weakley county
Wellford Police Dept,SD,12,2423.0,1.0,0,0.0,0,1,55.0,18,29.0,8,41.3,0.0,0.0,0.0,41.3,2269.9,742.9,1196.9,330.2,wellford
West Columbia Police Dept,SD,12,15610.0,146.0,1,5.0,37,103,831.0,143,621.0,67,935.3,6.4,32.0,237.0,659.8,5323.5,916.1,3978.2,429.2,west columbia
West Pelzer Police Dept,SD,12,895.0,7.0,0,1.0,0,6,152.0,9,138.0,5,782.1,0.0,111.7,0.0,670.4,16983.2,1005.6,15419.0,558.7,west pelzer
West Union Police Dept,SD,12,295.0,5.0,0,1.0,0,4,41.0,8,32.0,1,1694.9,0.0,339.0,0.0,1355.9,13898.3,2711.9,10847.5,339.0,west union
Westminster Police Dept,SD,12,2445.0,34.0,0,0.0,1,33,115.0,23,90.0,2,1390.6,0.0,0.0,40.9,1349.7,4703.5,940.7,3681.0,81.8,westminster
Westmoreland Police Dept,SD,12,2265.0,2.0,0,0.0,0,2,38.0,11,27.0,0,88.3,0.0,0.0,0.0,88.3,1677.7,485.7,1192.1,0.0,westmoreland
White County Sheriff Office,SD,12,,88.0,1,5.0,1,81,404.0,94,272.0,38,,,,,,,,,,white county
White Bluff City Police Dept,SD,12,3261.0,5.0,0,1.0,0,4,49.0,10,38.0,1,153.3,0.0,30.7,0.0,122.7,1502.6,306.7,1165.3,30.7,white bluff city
White House Police Dept,SD,12,10505.0,25.0,0,2.0,5,18,204.0,19,182.0,3,238.0,0.0,19.0,47.6,171.3,1941.9,180.9,1732.5,28.6,white house
White Pine Police Dept,SD,12,2225.0,8.0,1,0.0,3,4,88.0,5,79.0,4,359.6,44.9,0.0,134.8,179.8,3955.1,224.7,3550.6,179.8,white pine
Whiteville Police Dept,SD,12,4655.0,10.0,0,0.0,1,9,53.0,18,31.0,4,214.8,0.0,0.0,21.5,193.3,1138.6,386.7,666.0,85.9,whiteville
Whitewood Police Dept,SD,12,949.0,0.0,0,0.0,0,0,2.0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,210.7,0.0,210.7,0.0,whitewood
Whitmire Police Dept,SD,12,1464.0,4.0,0,1.0,0,3,51.0,17,34.0,0,273.2,0.0,68.3,0.0,204.9,3483.6,1161.2,2322.4,0.0,whitmire
Whitwell Police Dept,SD,12,1710.0,2.0,0,0.0,0,2,40.0,7,30.0,3,117.0,0.0,0.0,0.0,117.0,2339.2,409.4,1754.4,175.4,whitwell
Williamsburg County Sheriff Department,SD,10,,107.0,4,8.0,18,77,753.0,250,436.0,67,,,,,,,,,,williamsburg county
Williamson County Sheriff Office,SD,12,,74.0,0,7.0,8,59,488.0,154,308.0,26,,,,,,,,,,williamson county
Williamston Police Dept,SD,12,4002.0,34.0,0,2.0,9,23,185.0,28,151.0,6,849.6,0.0,50.0,224.9,574.7,4622.7,699.7,3773.1,149.9,williamston
Williston Police Dept,SD,12,3133.0,12.0,0,0.0,3,9,119.0,37,78.0,4,383.0,0.0,0.0,95.8,287.3,3798.3,1181.0,2489.6,127.7,williston
Wilson County Sheriff Department,SD,12,,142.0,1,3.0,14,124,949.0,296,564.0,89,,,,,,,,,,wilson county
Winchester Police Dept,SD,12,8272.0,56.0,1,5.0,4,46,324.0,60,261.0,3,677.0,12.1,60.4,48.4,556.1,3916.8,725.3,3155.2,36.3,winchester
Winfield Police Dept,SD,12,972.0,2.0,1,0.0,0,1,13.0,2,9.0,2,205.8,102.9,0.0,0.0,102.9,1337.4,205.8,925.9,205.8,winfield
Winner Police Dept,SD,12,2914.0,4.0,0,0.0,0,4,14.0,1,10.0,3,137.3,0.0,0.0,0.0,137.3,480.4,34.3,343.2,103.0,winner
Winnsboro Department Of Public Safety,SD,12,3527.0,32.0,1,3.0,6,22,214.0,32,181.0,1,907.3,28.4,85.1,170.1,623.8,6067.5,907.3,5131.8,28.4,winnsboro department of public safety
Woodbury Police Dept,SD,12,2694.0,22.0,0,0.0,0,22,96.0,13,73.0,10,816.6,0.0,0.0,0.0,816.6,3563.5,482.6,2709.7,371.2,woodbury
Woodruff Police Dept,SD,7,4164.0,7.0,0,0.0,0,7,52.0,8,42.0,2,,,,,,,,,,woodruff
Yankton County Sheriff Department,SD,12,,12.0,0,1.0,1,10,107.0,27,70.0,10,,,,,,,,,,yankton county
Yankton Police Dept,SD,12,14728.0,42.0,0,19.0,2,21,453.0,57,378.0,18,285.2,0.0,129.0,13.6,142.6,3075.8,387.0,2566.5,122.2,yankton
Yemassee Police Dept,SD,7,1027.0,2.0,0,0.0,0,2,13.0,3,10.0,0,,,,,,,,,,yemassee
York County Sheriff Department,SD,12,,499.0,1,20.0,37,441,2300.0,531,1641.0,128,,,,,,,,,,york county
York Police Dept,SD,12,7963.0,56.0,0,6.0,13,37,447.0,66,368.0,13,703.3,0.0,75.3,163.3,464.6,5613.5,828.8,4621.4,163.3,york
Ziebach County Sheriff Department,SD,12,,0.0,0,0.0,0,0,1.0,0,0.0,1,,,,,,,,,,ziebach county
American Fork Police Dept,UT,12,37549.0,34.0,0,5.0,6,23,819.0,117,672.0,30,90.5,0.0,13.3,16.0,61.3,2181.1,311.6,1789.7,79.9,american fork
Beaver County Sheriff Office,UT,12,,11.0,0,0.0,0,11,37.0,12,22.0,3,,,,,,,,,,beaver county
Big Water Police Dept,UT,12,491.0,2.0,0,2.0,0,0,1.0,0,1.0,0,407.3,0.0,407.3,0.0,0.0,203.7,0.0,203.7,0.0,big water
Blanding Police Dept,UT,12,3440.0,7.0,0,0.0,0,7,52.0,17,35.0,0,203.5,0.0,0.0,0.0,203.5,1511.6,494.2,1017.4,0.0,blanding
Bluffdale,UT,12,7848.0,5.0,0,0.0,1,4,107.0,30,70.0,7,63.7,0.0,0.0,12.7,51.0,1363.4,382.3,891.9,89.2,bluffdale
Bountiful Police Dept,UT,12,43888.0,37.0,1,17.0,2,17,940.0,143,748.0,49,84.3,2.3,38.7,4.6,38.7,2141.8,325.8,1704.3,111.6,bountiful
Box Elder County Sheriff Office,UT,12,,7.0,0,1.0,0,6,192.0,37,146.0,9,,,,,,,,,,box elder county
Brian Head Police Dept,UT,12,85.0,0.0,0,0.0,0,0,23.0,8,14.0,1,0.0,0.0,0.0,0.0,0.0,27058.8,9411.8,16470.6,1176.5,brian head
Brigham City Police Dept,UT,12,18255.0,56.0,0,7.0,4,45,668.0,95,554.0,19,306.8,0.0,38.3,21.9,246.5,3659.3,520.4,3034.8,104.1,brigham city
Cache County Sheriff Office,UT,12,,13.0,0,9.0,0,4,409.0,74,316.0,19,,,,,,,,,,cache county
Carbon County Sheriff Office,UT,12,,7.0,0,2.0,0,5,181.0,43,129.0,9,,,,,,,,,,carbon county
Cedar City Police Dept,UT,12,29608.0,76.0,1,17.0,3,55,745.0,117,600.0,28,256.7,3.4,57.4,10.1,185.8,2516.2,395.2,2026.5,94.6,cedar city
Centerville Police Dept,UT,12,15807.0,5.0,0,2.0,0,3,488.0,58,411.0,19,31.6,0.0,12.7,0.0,19.0,3087.2,366.9,2600.1,120.2,centerville
Clearfield Police Dept,UT,12,31032.0,51.0,0,9.0,6,36,735.0,92,626.0,17,164.3,0.0,29.0,19.3,116.0,2368.5,296.5,2017.3,54.8,clearfield
Clinton Police Dept,UT,12,21064.0,12.0,0,3.0,0,9,320.0,38,273.0,9,57.0,0.0,14.2,0.0,42.7,1519.2,180.4,1296.1,42.7,clinton
Daggett County Sheriff Office,UT,12,,0.0,0,0.0,0,0,28.0,13,15.0,0,,,,,,,,,,daggett county
Dallas Police Dept,UT,12,1241549.0,8380.0,154,486.0,4093,3647,54300.0,16090,31148.0,7062,675.0,12.4,39.1,329.7,293.7,4373.6,1296.0,2508.8,568.8,dallas
Dalworthington Police Dept,UT,12,2345.0,0.0,0,0.0,0,0,19.0,3,16.0,0,0.0,0.0,0.0,0.0,0.0,810.2,127.9,682.3,0.0,dalworthington
Danbury Police Dept,UT,12,1780.0,2.0,0,2.0,0,0,6.0,0,6.0,0,112.4,0.0,112.4,0.0,0.0,337.1,0.0,337.1,0.0,danbury
Davis County Sheriff Office,UT,12,,16.0,0,5.0,0,11,208.0,48,154.0,6,,,,,,,,,,davis county
Dawson County Sheriff Office,UT,12,,1.0,0,0.0,1,0,50.0,14,31.0,5,,,,,,,,,,dawson county
Dayton Police Dept,UT,12,7416.0,20.0,0,7.0,5,8,173.0,45,116.0,12,269.7,0.0,94.4,67.4,107.9,2332.8,606.8,1564.2,161.8,dayton
Dekalb Police Dept,UT,12,1708.0,10.0,0,0.0,3,7,54.0,12,39.0,3,585.5,0.0,0.0,175.6,409.8,3161.6,702.6,2283.4,175.6,dekalb
De Leon Police Dept,UT,12,2266.0,6.0,0,1.0,0,5,27.0,6,19.0,2,264.8,0.0,44.1,0.0,220.7,1191.5,264.8,838.5,88.3,de leon
Deaf Smith County Sheriff Department,UT,12,,1.0,0,0.0,0,1,93.0,36,48.0,9,,,,,,,,,,deaf smith county
Decatur Police Dept,UT,12,6206.0,10.0,0,1.0,1,8,214.0,19,186.0,9,161.1,0.0,16.1,16.1,128.9,3448.3,306.2,2997.1,145.0,decatur
Del Rio Police Dept,UT,12,36302.0,61.0,1,0.0,10,50,731.0,157,561.0,13,168.0,2.8,0.0,27.5,137.7,2013.7,432.5,1545.4,35.8,del rio
Delta County Sheriff Department,UT,12,,8.0,0,0.0,1,7,128.0,66,52.0,10,,,,,,,,,,delta county
Denison Police Dept,UT,12,23125.0,94.0,1,10.0,15,68,1081.0,251,767.0,63,406.5,4.3,43.2,64.9,294.1,4674.6,1085.4,3316.8,272.4,denison
Denton County Sheriff Department,UT,12,,61.0,1,4.0,4,52,901.0,255,584.0,62,,,,,,,,,,denton county
Denton Police Dept,UT,12,118942.0,369.0,1,86.0,82,200,3262.0,632,2473.0,157,310.2,0.8,72.3,68.9,168.1,2742.5,531.4,2079.2,132.0,denton
Denver City Police Dept,UT,12,4617.0,4.0,0,2.0,2,0,95.0,37,56.0,2,86.6,0.0,43.3,43.3,0.0,2057.6,801.4,1212.9,43.3,denver city
De Soto Police Dept,UT,12,50795.0,132.0,1,11.0,43,77,1782.0,622,1042.0,118,259.9,2.0,21.7,84.7,151.6,3508.2,1224.5,2051.4,232.3,de soto
Devine Police Dept,UT,12,4452.0,7.0,1,0.0,0,6,71.0,10,59.0,2,157.2,22.5,0.0,0.0,134.8,1594.8,224.6,1325.2,44.9,devine
Dewitt County Sheriff Department,UT,12,,15.0,0,1.0,1,13,101.0,34,58.0,9,,,,,,,,,,dewitt county
Diboll Police Dept,UT,12,4896.0,11.0,0,4.0,4,3,110.0,30,75.0,5,224.7,0.0,81.7,81.7,61.3,2246.7,612.7,1531.9,102.1,diboll
Dickens County Sheriff Department,UT,12,,0.0,0,0.0,0,0,5.0,3,2.0,0,,,,,,,,,,dickens county
Dickinson City Police Dept,UT,12,19251.0,49.0,0,6.0,15,28,600.0,131,430.0,39,254.5,0.0,31.2,77.9,145.4,3116.7,680.5,2233.7,202.6,dickinson city
Dilley Police Dept,UT,12,3988.0,4.0,0,0.0,3,1,106.0,54,51.0,1,100.3,0.0,0.0,75.2,25.1,2658.0,1354.1,1278.8,25.1,dilley
Dimmit County Sheriff Department,UT,12,,51.0,0,4.0,2,45,438.0,167,249.0,22,,,,,,,,,,dimmit county
Dimmitt Police Dept,UT,12,4489.0,6.0,0,0.0,1,5,159.0,48,106.0,5,133.7,0.0,0.0,22.3,111.4,3542.0,1069.3,2361.3,111.4,dimmitt
Donley County Sheriff Department,UT,12,,10.0,0,0.0,0,10,34.0,12,18.0,4,,,,,,,,,,donley county
Donna City Police Dept,UT,12,16518.0,139.0,0,4.0,18,117,975.0,240,690.0,45,841.5,0.0,24.2,109.0,708.3,5902.7,1453.0,4177.3,272.4,donna city
Double Oak Police Dept,UT,12,3014.0,0.0,0,0.0,0,0,13.0,0,12.0,1,0.0,0.0,0.0,0.0,0.0,431.3,0.0,398.1,33.2,double oak
Dublin Police Dept,UT,12,3746.0,11.0,0,1.0,0,10,141.0,52,87.0,2,293.6,0.0,26.7,0.0,267.0,3764.0,1388.1,2322.5,53.4,dublin
Dumas Police Dept,UT,12,14946.0,33.0,0,4.0,1,28,391.0,67,310.0,14,220.8,0.0,26.8,6.7,187.3,2616.1,448.3,2074.1,93.7,dumas
Duncanville Police Dept,UT,12,39899.0,119.0,0,7.0,63,49,1363.0,344,863.0,156,298.3,0.0,17.5,157.9,122.8,3416.1,862.2,2163.0,391.0,duncanville
Duval County Sheriff Department,UT,12,,41.0,0,0.0,1,40,205.0,60,90.0,55,,,,,,,,,,duval county
Eagle Lake Police Dept,UT,12,3684.0,4.0,0,1.0,0,3,44.0,27,17.0,0,108.6,0.0,27.1,0.0,81.4,1194.4,732.9,461.5,0.0,eagle lake
Eagle Pass Police Dept,UT,12,27208.0,53.0,0,0.0,3,50,924.0,238,665.0,21,194.8,0.0,0.0,11.0,183.8,3396.1,874.7,2444.1,77.2,eagle pass
Early Police Dept,UT,12,2810.0,13.0,1,2.0,1,9,87.0,16,71.0,0,462.6,35.6,71.2,35.6,320.3,3096.1,569.4,2526.7,0.0,early
East Mountain Police Dept,UT,12,815.0,3.0,1,1.0,0,1,22.0,14,6.0,2,368.1,122.7,122.7,0.0,122.7,2699.4,1717.8,736.2,245.4,east mountain
Eastland County Sheriff Department,UT,9,,3.0,0,1.0,0,2,18.0,10,7.0,1,,,,,,,,,,eastland county
Eastland Police Dept,UT,12,4029.0,13.0,0,0.0,4,9,134.0,38,86.0,10,322.7,0.0,0.0,99.3,223.4,3325.9,943.2,2134.5,248.2,eastland
Ector County Sheriff Department,UT,12,,57.0,0,1.0,23,33,1417.0,321,956.0,140,,,,,,,,,,ector county
Edcouch Police Dept,UT,12,3305.0,22.0,0,0.0,1,21,73.0,28,41.0,4,665.7,0.0,0.0,30.3,635.4,2208.8,847.2,1240.5,121.0,edcouch
Edgewood Police Dept,UT,12,1467.0,1.0,0,0.0,0,1,2.0,1,1.0,0,68.2,0.0,0.0,0.0,68.2,136.3,68.2,68.2,0.0,edgewood
Edinburg Police Dept,UT,12,80332.0,357.0,1,29.0,50,277,4732.0,857,3666.0,209,444.4,1.2,36.1,62.2,344.8,5890.6,1066.8,4563.6,260.2,edinburg
Edna Police Dept,UT,12,5561.0,10.0,0,0.0,0,10,141.0,25,111.0,5,179.8,0.0,0.0,0.0,179.8,2535.5,449.6,1996.0,89.9,edna
Edwards County Sheriff Department,UT,12,,1.0,0,0.0,0,1,26.0,6,18.0,2,,,,,,,,,,edwards county
El Campo Police Dept,UT,12,11786.0,37.0,1,2.0,5,29,319.0,73,235.0,11,313.9,8.5,17.0,42.4,246.1,2706.6,619.4,1993.9,93.3,el campo
El Paso County Sheriff Department,UT,12,,250.0,5,28.0,23,194,1260.0,303,829.0,128,,,,,,,,,,el paso county
El Paso Police Dept,UT,12,675536.0,2859.0,23,184.0,471,2181,16411.0,1826,13425.0,1160,423.2,3.4,27.2,69.7,322.9,2429.3,270.3,1987.3,171.7,el paso
Electra Police Dept,UT,12,2814.0,3.0,0,0.0,0,3,52.0,23,25.0,4,106.6,0.0,0.0,0.0,106.6,1847.9,817.3,888.4,142.1,electra
Elgin Police Dept,UT,12,8386.0,21.0,0,4.0,3,14,232.0,51,177.0,4,250.4,0.0,47.7,35.8,166.9,2766.5,608.2,2110.7,47.7,elgin
Ellis County Sheriff Office,UT,12,,44.0,4,2.0,2,36,615.0,233,327.0,55,,,,,,,,,,ellis county
Elsa Police Dept,UT,12,5918.0,23.0,0,1.0,2,20,372.0,130,233.0,9,388.6,0.0,16.9,33.8,338.0,6285.9,2196.7,3937.1,152.1,elsa
Ennis Police Dept,UT,12,19184.0,62.0,2,2.0,23,35,865.0,136,696.0,33,323.2,10.4,10.4,119.9,182.4,4509.0,708.9,3628.0,172.0,ennis
Erath County Sheriff Office,UT,12,,12.0,0,2.0,0,10,88.0,37,43.0,8,,,,,,,,,,erath county
Euless Police Dept,UT,12,53228.0,95.0,0,10.0,38,47,1588.0,324,1123.0,141,178.5,0.0,18.8,71.4,88.3,2983.4,608.7,2109.8,264.9,euless
Everman Police Dept,UT,12,6342.0,34.0,0,2.0,12,20,196.0,63,119.0,14,536.1,0.0,31.5,189.2,315.4,3090.5,993.4,1876.4,220.8,everman
Fair Oaks Ranch,UT,12,6254.0,1.0,0,0.0,0,1,44.0,30,13.0,1,16.0,0.0,0.0,0.0,16.0,703.5,479.7,207.9,16.0,fair oaks ranch
Fairfield City Police Dept,UT,12,2974.0,5.0,0,0.0,3,2,35.0,12,23.0,0,168.1,0.0,0.0,100.9,67.2,1176.9,403.5,773.4,0.0,fairfield city
Falfurrias Police Dept,UT,12,5055.0,11.0,1,2.0,0,8,103.0,31,72.0,0,217.6,19.8,39.6,0.0,158.3,2037.6,613.3,1424.3,0.0,falfurrias
Falls County Sheriff Office,UT,12,,7.0,1,0.0,0,6,45.0,30,15.0,0,,,,,,,,,,falls county
Fannin County Sheriff Department,UT,12,,37.0,3,12.0,1,21,183.0,70,97.0,16,,,,,,,,,,fannin county
Farmers Branch Police Dept,UT,12,29637.0,35.0,1,2.0,13,19,1124.0,169,864.0,91,118.1,3.4,6.7,43.9,64.1,3792.6,570.2,2915.3,307.0,farmers branch
Farmersville Police Dept,UT,12,3478.0,20.0,0,5.0,1,14,87.0,17,65.0,5,575.0,0.0,143.8,28.8,402.5,2501.4,488.8,1868.9,143.8,farmersville
Farwell,UT,12,1393.0,1.0,0,0.0,0,1,7.0,2,4.0,1,71.8,0.0,0.0,0.0,71.8,502.5,143.6,287.2,71.8,farwell
Fayette County Sheriff Office,UT,12,,5.0,1,1.0,1,2,161.0,58,93.0,10,,,,,,,,,,fayette county
Ferris Police Dept,UT,12,2524.0,10.0,0,1.0,0,9,54.0,13,40.0,1,396.2,0.0,39.6,0.0,356.6,2139.5,515.1,1584.8,39.6,ferris
Fisher County Sheriff Department,UT,12,,6.0,0,0.0,0,6,66.0,34,30.0,2,,,,,,,,,,fisher county
Flatonia Police Dept,UT,12,1415.0,1.0,0,0.0,0,1,16.0,9,7.0,0,70.7,0.0,0.0,0.0,70.7,1130.7,636.0,494.7,0.0,flatonia
Florence,UT,12,1209.0,0.0,0,0.0,0,0,8.0,4,4.0,0,0.0,0.0,0.0,0.0,0.0,661.7,330.9,330.9,0.0,florence
Floresville Police Dept,UT,12,6672.0,9.0,0,2.0,2,5,240.0,30,202.0,8,134.9,0.0,30.0,30.0,74.9,3597.1,449.6,3027.6,119.9,floresville
Flower Mound Police Dept,UT,12,68023.0,21.0,0,0.0,5,16,563.0,107,439.0,17,30.9,0.0,0.0,7.4,23.5,827.7,157.3,645.4,25.0,flower mound
Floyd County Sheriff Office,UT,12,,3.0,1,0.0,0,2,28.0,10,15.0,3,,,,,,,,,,floyd county
Floydada Police Dept,UT,12,3058.0,13.0,0,2.0,1,10,55.0,15,37.0,3,425.1,0.0,65.4,32.7,327.0,1798.6,490.5,1209.9,98.1,floydada
Foard County Sheriff Office,UT,12,,2.0,0,0.0,0,2,1.0,1,0.0,0,,,,,,,,,,foard county
Forest Hill Police Dept,UT,12,12825.0,64.0,2,3.0,20,39,507.0,156,311.0,40,499.0,15.6,23.4,155.9,304.1,3953.2,1216.4,2425.0,311.9,forest hill
Forney Police Dept,UT,12,15174.0,21.0,0,5.0,5,11,325.0,67,237.0,21,138.4,0.0,33.0,33.0,72.5,2141.8,441.5,1561.9,138.4,forney
Fort Bend County Sheriff Department,UT,12,,804.0,1,38.0,116,649,4398.0,1672,2452.0,274,,,,,,,,,,fort bend county
Franklin County Sheriff Office,UT,12,,8.0,0,2.0,1,5,95.0,41,44.0,10,,,,,,,,,,franklin county
Frankston Police Dept,UT,12,1243.0,3.0,0,1.0,0,2,45.0,17,27.0,1,241.4,0.0,80.5,0.0,160.9,3620.3,1367.7,2172.2,80.5,frankston
